Formation,Offre initiale ,Offre de taille fixe,Descripteur offre
PRI,"Ingénieur Maîtrise des risques- Production hydraulique - H/F
espace-emploi.agefiph.fr Il y a Plus de 30 jours
Description

Votre mission se déroulera au sein d'EDF Hydraulique PACA, 1er producteur d'énergie renouvelable de la région, dont les 48 centrales hydroélectriques et les 33 barrages, produisent l'énergie nécessaire à 3 millions de personnes. Performance industrielle, développement économique du territoire, préservation de l'environnement, sûreté et sécurité, sont au coeur de nos enjeux. Vous serez rattaché(e) à l'équipe Maîtrise des Risques opérationnels du Pôle Performance Production de Sainte Tulle (04), qui assure la prévention des risques sûreté hydraulique, santé sécurité au travail et environnemnent, auprès des 8 équipes opérationnelles chargées de l'exploitation des installations hydroélectriques du secteur Durance-Verdon. Vous contribuerez à la mise en place de l'organisation de la maîtrise du risque santé et sécurité au travail, en réalisant les missions suivantes : Appui à la réalisation des bilans annuels Sécurité, et mise en oeuvre dans les 8 équipes opérationnelles, en lien avec les managers et référents SST, Identification des thèmes et axes de pilotage de la SST, Compilation de l'ensemble des référentiels Sécurité et de leurs enregistrements, Rédaction d'une note d'application et du mode opératoire associé. DUREE DU STAGE : 6 mois entre janvier et août 2018
LIEU DE TRAVAIL : EDF Unité de Production Méditerranée, chemin du Thor, 04220 Ste Tulle
DEPLACEMENTS :
Déplacements à prévoir dans les centrales hydrauliques du secteur Durance Verdon.
Permis B obligatoire REMUNERATION : en fonction du niveau de l'école Possibilité de logement à Ste Tulle
Exigences

FORMATION DEMANDEE : ingénieur en 5ème année d'études, dans le domaine SST de préférence, ou QHSE COMPETENCES REQUISES : - Vous avez de solides connaissances dans les domaines SST et QHSE, - vous avez un bon niveau de compétences dans les outils informatiques et bureautiques - vous avez un très bon niveau d'analyse et de synthèse de données, - vous avez des aptitudes relationnelles et êtes à l'écoute de l'équipe, - vous vous exprimez avec aisance et clarté, pour pouvoir rendre compte régulièrement de vos activités -vous êtes rigoureux et autonome",,
PRI,"Stage - Ingénieur prévention des risques - H/F
Par Edf   Stage   Flamanville (Manche)   Master, Titre d'ingénieur, Bac +5
Postuler maintenant    Sauvegarder
il y a 6 minutes 9 vues
Description de l'offre

Le CNPE de Flamanville 3 doit préparer ses futures activités d'exploitation de l'EPR et par conséquent identifier et maîtriser les risques industriels nécessaires liés à la réalisation de ces activités.

Vous vous verrez confier, sous la responsabilité de votre tuteur, les activités suivantes :

-              Mission d'assistance et de conseil dans le domaine de la sécurité aux personnels intervenant sur le CNPE de Flamanville 3.

-              Mission de contrôle et de vérification du respect de la réglementation.

-              Mission de développement de la prévention des risques sécurité.

Vos missions comprendront notamment :

La rédaction du Document Relatif à la Protection Contre les Explosions du CNPE de Flamanville 3 pour la maitrise du risque atmosphères explosives (ATEX),
La déclinaison du risque champ électromagnétique,
La déclinaison du risque rayonnement optique artificiel,
La déclinaison du risque vibration.
Profil recherché

-      Capacité rédactionnelle, d'analyse et de synthèse,

-      Adaptabilité et disponibilité,

-      Bonne maîtrise des outils informatiques, notamment Pack Office Windows.

-      Permis B et véhicule indispensables",,
PRI,"Stage - Ingénieur prévention des risques - H/F
EDF - France
Stage
Le CNPE de Flamanville 3 doit préparer ses futures activités d'exploitation de l'EPR et par conséquent identifier et maîtriser les risques industriels nécessaires liés à la réalisation de ces activités.
Vous vous verrez confier, sous la responsabilité de votre tuteur, les activités suivantes :
- Mission d'assistance et de conseil dans le domaine de la sécurité aux personnels intervenant sur le CNPE de Flamanville 3.
- Mission de contrôle et de vérification du respect de la réglementation.
- Mission de développement de la prévention des risques sécurité.
Vos missions comprendront notamment :
La rédaction du Document Relatif à la Protection Contre les Explosions du CNPE de Flamanville 3 pour la maitrise du risque atmosphères explosives (ATEX),
La déclinaison du risque champ électromagnétique,
La déclinaison du risque rayonnement optique artificiel,
La déclinaison du risque vibration.",,
PRI,"Stage - Ingénieur prévention des risques - H/F
EDF - Basse-Normandie
Stage
Description de l'offre
Le CNPE de Flamanville 3 doit préparer ses futures activités d'exploitation de l'EPR et par conséquent identifier et maîtriser les risques industriels nécessaires liés à la réalisation de ces activités.
Vous vous verrez confier, sous la responsabilité de votre tuteur, les activités suivantes :
- Mission d'assistance et de conseil dans le domaine de la sécurité aux personnels intervenant sur le CNPE de Flamanville 3.
- Mission de contrôle et de vérification du respect de la réglementation.
- Mission de développement de la prévention des risques sécurité.
Vos missions comprendront notamment :
La rédaction du Document Relatif à la Protection Contre les Explosions du CNPE de Flamanville 3 pour la maitrise du risque atmosphères explosives (ATEX),
La déclinaison du risque champ électromagnétique,
La déclinaison du risque rayonnement optique artificiel,
La déclinaison du risque vibration.
Profil souhaité
- Capacité rédactionnelle, d'analyse et de synthèse,
- Adaptabilité et disponibilité,
- Bonne maîtrise des outils informatiques, notamment Pack Office Windows.
- Permis B et véhicule indispensables",,
PRI,"Stage - Hygiène, Sécurité, Environnement (H/F) 
LGM Group - France
Stage
Où je mets les pieds ?
Notre établissement LGM de Bordeaux réalise des missions dans le domaine de la Maîtrise des Risques (Etudes de Sécurité Conventionnelles ou Spécifiques, APR; EvRP, EvRC, Etudes ATEX, HAZOP,...) du Management HSE (SGS, Normes ISO,…) et de l’Analyse Réglementaire pour ses clients régionaux. Dans ce contexte, nous recherchons un collaborateur (stagiaire) nous accompagnant dans la conduite et la consolidation des études de sécurité des personnes, et des installations en milieu industriel. 

Concrètement, je fais quoi ? Vous participerez aux missions suivantes : 

Rédiger des études et analyses et réaliser des audits dans le domaine HSE et sécurité industrielle (à partir de visites de terrain, d’interviews des opérationnels, de l’analyse du référentiel réglementaire, de l’étude des bonnes pratiques pour chaque risque identifié...) et notamment identifier et analyser les événements redoutés et les non-conformités réglementaires, analyser les causes et définir les actions correctives à mettre en œuvre.
Maîtriser le référentiel réglementaire et normatif HSE (Code de l’Environnement, Code du Travail, Normes ISO,…).
Préparer et animer des réunions avec le client et proposer des méthodologies et livrables adaptés à l’expression de son besoin.
Elaborer ou faire évoluer les référentiels, procédures et consignes HSE et sécurité industrielle et contrôler leurs conformités d'application.
Sensibiliser et former le personnel (démarche HSE, prévention des risques, résultats des études réalisées,…).
Et moi, dans tout ça ?
De formation Bac+5 technique (ingénieur, master) incluant une formation HSE et Sécurité Pyrotechnique (Optionnelle), vous recherchez un stage de fin de cycle d’ingénieur. Doté(e) d'un bon esprit d’analyse, de synthèse et d’un réel sens relationnel, vous maîtrisez les outils bureautiques et possédez de bonnes qualités rédactionnelles. Votre niveau d’anglais est opérationnel. 

Au-delà de vos acquis techniques, vous souhaitez intégrer une équipe à taille humaine, vous offrant de réelles perspectives d’évolutions. 

Où poser mes valises ?
A Bordeaux, agence du groupe LGM ! 

Quel contrat ?
Stage de fin d’études de 6 mois.",,
PRI,"Stage - Hygiène Sécurité Environnement (H/F) 
Mars  676 avis - Nord
Stage
STAGIAIRE HYGIENE SECURITE ENVIRONNEMENT, 
Royal Canin, Cambrai (59) 
JANVIER 2018, 6 mois 
Le Groupe Mars est une entreprise familiale, non cotée en bourse et créée en 1911. Il est l’un des leaders mondiaux de l’industrie agroalimentaire. Ses 6 segments d’activité que sont les Aliments préparés pour animaux de compagnie, le Chocolat, les Chewing-gums et la confiserie de sucre, l’Alimentation générale, les Boissons et Symbioscience, ont généré en 2013 un chiffre d’affaires de + de 33 milliards de $. Forts de nos valeurs familiales, nous faisons vivre au quotidien les 5 Principes qui nous animent: la Qualité, la Responsabilité, la Mutualité, l’Efficacité et la Liberté. Mars vous propose de découvrir un état d’esprit et une manière de travailler que partagent déjà plus de 72 000 collaborateurs à travers 74 pays. En France, le Groupe Mars est représenté par les sociétés Mars Petcare&Food, Mars Chocolat, Royal Canin, Wrigley et Mars Drinks. 

VOUS INTEGREZ L’EQUIPE … 
Vous intégrez l’équipe Hygiène Sécurité Environnement de l’usine de Cambrai (site certifié OHSAS 18001), qui compte 189 associés, produit plus de 190 000 tonnes et exporte ses produits à travers le monde. Vous reportez au Responsable Hygiène Sécurité Environnement et travaillez en forte interaction avec le service technique. 

MISSIONS 
Accompagnement des entreprises extérieures dans l’application des standards sécurités site : 
Sensibilisation des entreprises extérieures aux standards HSE Mars
Rédaction des plans de prévention en collaboration avec le service technique
Suivi de chantier au travers d’audits HSE
Proposition de pistes d’améliorations pour optimiser le management des entreprises extérieures
PROFIL 
Formation : Bac+5 en Prévention des risques, Environnement
Organisation, rigueur, pragmatisme, autonomie, force de proposition.",,
PRI,"Stage en Environnement et Prévention : Vulnérabilité des sites Michelin aux risques Incendie-Sinistre-Explosion à Clermont-Ferrand
Michelin - Clermont-Ferrand, Puy-de-Dôme
1.500 €/mois - Stage
Missions Rejoignez l'équipe Michelin pour une expérience inédite !
95.2 % de nos stagiaires et alternant.e.s vous le recommandent sur HappyTrainees !
Une mission stimulante et captivante vous attend :
Challenger et faire avancer l'outil existant. Adapter pour des sites de Logistique, des Centres de recherche et des Sièges Zone/Pays.
Postulez !
Vous participerez à une inoubliable journée d'intégration
Un.e tuteur.rice vous accompagnera tout au long de votre mis sion afin de développer votre savoir-faire et savoir-être.
Mais pas seulement ! A l'issue de votre stage un entretien avec un.e recruteur.euse vous sera proposé pour préparer votre avenir !
Compétences requises Vous préparez un diplôme Bac +5 avec une spécialité Prévention et gestion des risques ou vous êtes dans une école d'ingénieur.
Vous avez des connaissances des outils informatiques, en Anglais, mais aussi du risque incendie (combustion, comportement au feu des matériaux, prévention).
Vous disposez d'un bon relationnel, d'une ouverture d'esprit, et d'une capacité d'analyse et de synthèse, Aptitude à travailler en équipe,
Engagement chez les Pompiers Volontaire est un atout.
Vous percevrez une indemnité de stage, comprise entre 560 et 1500 € net par mois en fonction de votre niveau d'étude et de la localisation de votre stage.
",,
PRI,"Stage - Hygiène, Sécurité, Environnement (H/F) 
NMJ Services  2 avis - France
Stage
Où je mets les pieds ?
Notre établissement LGM de Bordeaux réalise des missions dans le domaine de la Maîtrise des Risques (Etudes de Sécurité Conventionnelles ou Spécifiques, APR; EvRP, EvRC, Etudes ATEX, HAZOP,...) du Management HSE (SGS, Normes ISO,…) et de l’Analyse Réglementaire pour ses clients régionaux. Dans ce contexte, nous recherchons un collaborateur (stagiaire) nous accompagnant dans la conduite et la consolidation des études de sécurité des personnes, et des installations en milieu industriel. Concrètement, je fais quoi ? Vous participerez aux missions suivantes :
Rédiger des études et analyses et réaliser des audits dans le domaine HSE et sécurité industrielle (à partir de visites de terrain, d’interviews des opérationnels, de l’analyse du référentiel réglementaire, de l’étude des bonnes pratiques pour chaque risque identifié...) et notamment identifier et analyser les événements redoutés et les non-conformités réglementaires, analyser les causes et définir les actions correctives à mettre en œuvre.
Maîtriser le référentiel réglementaire et normatif HSE (Code de l’Environnement, Code du Travail, Normes ISO,…).
Préparer et animer des réunions avec le client et proposer des méthodologies et livrables adaptés à l’expression de son besoin.
Elaborer ou faire évoluer les référentiels, procédures et consignes HSE et sécurité industrielle et contrôler leurs conformités d'application.
Sensibiliser et former le personnel (démarche HSE, prévention des risques, résultats des études réalisées,…).
Et moi, dans tout ça ?
De formation Bac+5 technique (ingénieur, master) incluant une formation HSE et Sécurité Pyrotechnique (Optionnelle), vous recherchez un stage de fin de cycle d’ingénieur. Doté(e) d'un bon esprit d’analyse, de synthèse et d’un réel sens relationnel, vous maîtrisez les outils bureautiques et possédez de bonnes qualités rédactionnelles. Votre niveau d’anglais est opérationnel. Au-delà de vos acquis techniques, vous souhaitez intégrer une équipe à taille humaine, vous offrant de réelles perspectives d’évolutions.
Où poser mes valises ?
A Bordeaux, agence du groupe LGM !
Quel contrat ?
Stage de fin d’études de 6 mois",,
PRI,"UN STAGIAIRE INGENIEUR PREVENTION DES RISQUES (H/F) 
Sanofi  2 324 avis - Lyon (69)
Temps plein, Stage
SANOFI a pour ambition d'être un Leader Mondial et intégré de la Santé, centré sur les besoins des patients.

Rejoignez SANOFI et prenez part à notre ambition : protéger la santé, apporter l'espoir et améliorer la qualité de vie des sept milliards de personnes dans le monde.

Grâce à un environnement dynamique et diversifié, nous vous offrons des opportunités de développer vos compétences, réaliser vos objectifs et apporter votre contribution à des innovations capitales en matière de santé.

Dans ce contexte, Sanofi Genzyme recherche :

UN STAGIAIRE - INGENIEUR PREVENTION DES RISQUES (H/F)

Site de Lyon (69)

Descriptif de la mission

Au sein du service Hygiène, Sécurité et Environnement de Sanofi Genzyme et en lien avec votre tuteur, vous participerez au déploiement du plan d'action Sécurité des Procédés de Production et des Incendies du Site.

Dans ce cadre, vos missions consisteront à :

Mettre à jour le Plan d'Urgence mis en place par le Site,
Intégrer au Plan d'Urgence différents scénarios à risque,
Participer à l'organisation de l'exercice annuel de sécurité du bâtiment,
Assister l'équipe dans l'Analyse des Risques des Procédés,
Déployer cette Analyse aux systèmes d'équipements,
Proposer des actions correctives,
Contribuer à la mise en place d'un plan d'action.
Profil recherché :

Vous recherchez un stage conventionné d'une durée de 6 mois , débutant en mars-avril 2018 dans le cadre d'une formation de niveau Bac+5 en Ingénierie avec une spécialisation en Prévention des Risques de type Ecole d'Ingénieur ou Université.

Pour ce stage, vous justifiez d'une première expérience ou de connaissances dans les domaines de l’Analyse des Risques et de la Gestion de Projets.

Vous avez une bonne maîtrise des logiciels du pack Office.

Rigoureux(se), vous êtes reconnu(e) pour vos capacités d'analyse et de synthèse

Vous souhaitez en parallèle de vos apprentissages théoriques, les mettre en pratique immédiatement en entreprise, merci de nous transmettre vos CV et lettre de motivation.

Sanofi s'engage en faveur de l'accueil et de l'intégration des personnes en situation de handicap.

Sanofi is dedicated to supporting people through their health challenges. We are a global biopharmaceutical company focused on human health. We prevent illness with vaccines, provide innovative treatments to fight pain and ease suffering. We stand by the few who suffer from rare diseases and the millions with long-term chronic conditions.

With more than 100,000 people in 100 countries, Sanofi is transforming scientific innovation into healthcare solutions around the globe.

Sanofi, Empowering Life

",,
PRI,"Stage Assistant Sécurité / Manager Prévention des Risques (H/F)
Suez - Loiret
Stage
Dans le cadre de notre politique de développement et de préparation des compétences de demain, le Service Santé Management Prévention des Risques recherche pour une durée de 3 à 6 mois un(e) :
Assistant sécurité, manager prévention des risques (H/F) en Stage
Poste basé à Ormes (45) ou Chartres (28)
Afin d’acquérir les compétences nécessaires pour vous préparer à la fonction d’Assistant(e) SMPR, vous aurez pour projet :
Mise en place de la démarche Energie suivant la norme ISO 50 001 sur trois Unités de Valorisation Energétique (UVE) ;
Identification, analyse et présentation des axes d’économies possibles suivant les potentiels d’amélioration ;
Préparation de l’évolution des Systèmes de Management ISO 14001 sur les 3 UVE en version 2015.
Qualifications
En formation BAC+4/5 en Environnement/Qualité/Sécurité, vous faites preuve de rigueur et d’autonomie. Vous êtes doté(e) d’un bon relationnel et faites preuve de pédagogie lorsque vous travaillez en équipe. Vous maîtrisez les outils bureautiques et détenez de solides capacités rédactionnelles. Des connaissances en environnement industriel et sur le secteur de la valorisation énergétique représenteront un atout.
Vous êtes titulaire du permis B.
Vous souhaitez développer vos compétences dans le milieu professionnel ? Participer au développement d’une entreprise dynamique et porteuse de valeurs ? Evoluer dans un environnement de qualité et contribuer au respect de l’environnement ? Rejoignez-nous et construisons ensemble les compétences de demain !",,
PRI,"Stage Assistant Sécurité / Manager Prévention des Risques (H/F)
Suez Recyclage et Valorisation - Centre
Stage
Présent sur les 5 continents, fort de ses 85 000 collaborateurs, SUEZ est un groupe de services et de solutions industrielles spécialisé dans la valorisation et la sécurisation des ressources. SUEZ Recyclage et Valorisation des déchets propose des solutions de gestion et de valorisation matière, énergétique et biologique de tous types de déchets pour produire de nouvelles ressources. Les équipes de cette activité contribuent à la collecte, au tri, au démantèlement, au recyclage, à la valorisation et la commercialisation de nouvelles ressources et des services spécialisés sur sites et industriels.
SUEZ Recyclage et Valorisation offre aujourd'hui de nombreuses opportunités dans tous les domaines à des candidats passionnés par les métiers de l'environnement.
Dans le cadre de notre politique de développement et de préparation des compétences de demain, le Service Santé Management Prévention des Risques recherche pour une durée de 3 à 6 mois un(e) :
Assistant sécurité, manager prévention des risques (H/F) en Stage
Poste basé à Ormes (45) ou Chartres (28)
Afin dacquérir les compétences nécessaires pour vous préparer à la fonction dAssistant(e) SMPR, vous aurez pour projet :
Mise en place de la démarche Energie suivant la norme ISO 50 001 sur trois Unités de Valorisation Energétique (UVE) ;
Identification, analyse et présentation des axes déconomies possibles suivant les potentiels damélioration ;
Préparation de lévolution des Systèmes de Management ISO 14001 sur les 3 UVE en version 2015.
En formation BAC+4/5 en Environnement/Qualité/Sécurité, vous faites preuve de rigueur et dautonomie. Vous êtes doté(e) dun bon relationnel et faites preuve de pédagogie lorsque vous travaillez en équipe. Vous maîtrisez les outils bureautiques et détenez de solides capacités rédactionnelles. Des connaissances en environnement industriel et sur le secteur de la valorisation énergétique représenteront un atout.
Vous êtes titulaire du permis B.
Secteurs : QHSE, management environnemental.",,
PRI,"Stagiaire Prévention Sécurité (Lyon)
Par Suez Taleo   Stage   Qualité / Sécurité / Hygiène
Postuler maintenant    Sauvegarder
il y a 12 jours 10 vues
Description de l'offre

Un Stagiaire Prévention Santé Sécurité - H/F (6 mois) 

Rattaché au Responsable Prévention des Risques de la BL infrastructures, vous aurez pour mission principale :

L'actualisation du document unique d'évaluation des risques professionnels (décret 2001-1016) pour l'activité « valorisation effluents » :

A ce titre, après avoir pris connaissance sur le terrain de l'activité : vous formaliserez le listing des tâches et opérations, l'identification des dangers, l'évaluation des risques en en assurant la mise à jour sous logiciel SIERPE en concertation avec la Direction Exploitation Maintenance et le CHSCT. Vous serez également force de proposition pour alimenter les plans d'actions associés.
Profil recherché

Qualifications : 

Profil :

De formation Bac + 4/5 Qualité Sécurité Environnement ou Risques Industriels, vous avez raison des aptitudes suivantes:

- Connaissance des méthodes d'évaluation des risques

- Réglementation santé sécurité

- Connaissances scientifiques pour la compréhension des procédés

- Bonnes capacités rédactionnelles, maîtrise du bureau

Vous avez une première expérience en milieu industriel et idéalement dans l'activité déchets. Vous avez idéalement animé des groupes de travail.

Vous êtes rigoureux, méthodique, autonome, vous avez un bon rapport et un goût pour le travail d'équipe.

Poste basé à Lyon (69). 

Des déplacements peuvent être prévus sur toute la France.
   ",,
RICM,"Météo des services (H/F) en stage
62604, Lille, France 
Contexte du stage :
Le département Transport participe à la conception, à la réalisation et à l'hébergement d’applications à haute exigence de performance et de fiabilité pour nos clients, à l'activité en constante évolution. Vous serez intégré au sein d’une équipe dont l’activité consiste à développer et exploiter des services pour des acteurs du monde du Transport.
Le projet :
Le projet consiste en la création d'un outil de Météo des Services, outil permettant de suivre en temps réels l'etat des services d'une plateforme afin d'en faciliter l'exploitation. Votre mission consistera à établir le cahier des charges de cet outil, en collectant auprès des membres de l'équipe leurs différents besoins, puis de procéder à sa réalisation. Vous accorderez une importance certaine à l'ergonomie de l'outil, de l'interface utilisateur. Vous penserez fiabilité, évolutivité et performance. Le choix des technologies sera laissé à votre jugement (l'ambition et l'innovation seront toutefois appréciés).
A la fin du stage, vous aurez appris à :
- Etablir une spécification fonctionnelle détaillée
- A travailler à la fois de façon collaborative et autonome
- A comprendre les enjeux des remontées d'informations dans la qualité d'un projet de production
- A déployer une application sur un environnement de production
- A approfondir vos connaissances techniques
- A gérer l'interfaçage d'une application avec différents autres outils de Worldline
Étudiant de 3ème année d’école d’ingénieurs ou autre Bac+5 orienté informatique
Bon niveau d’autonomie, bonnes qualités relationnelles, curiosité, ouverture, réactivité et sens du service client associés à vos savoir-faire techniques seront vos atouts pour la réussite de ce stage.",,
RICM,"
Analyste Développeur Automation H/F
Capgemini Infrastructure Services
Stage (De 3 à 6 mois)Le Bourget-du-Lac (France)Publiée le 14 Février 2017

Expérience
Etudiant / Jeune diplomé
Fonction
Développement Informatique
Gratification
Selon profil et durée
Tag
Polytech Annecy-Chambery, Polytech Grenoble, Polytech Lyon
Type d'entreprise
Grande entreprise

Polytech Annecy-ChamberyPolytech GrenoblePolytech Lyon
Fort de 180 000 collaborateurs et présent dans plus de 40 pays, Capgemini est l’un des leaders mondiaux du conseil, des services informatiques et de l’infogérance et a réalisé en 2015 un chiffre d’affaires de 11,9 milliards d’euros.
La Business Unit CAPGEMINI INFRASTRUCTURE SERVICES est pôle de référence pour les entreprises qui externalisent tout ou partie de leur système d'informations, elle propose une offre complète de services d’infrastructure en France, afin d’apporter aux entreprises l’agilité nécessaire à leur transformation digitale. N°2 sur le marché des services d’infrastructure en France, Infrastructure France accompagne ses clients dans 5 domaines : End-User, Data Services &amp; Application Operations, Service Management, Cloud et Cybersécurité.
Le groupe Capgemini est signataire de la Charte de la diversité en entreprise.

Pour accompagner notre développement, nous cherchons :
1 stagiaire Analyste Développeur Automation H/F au sein de notre équipe Automation - Orchestration
Stage basé à Chambéry avec l’opportunité de poursuivre en alternance à la rentrée 2017/2018, en contrat d’apprentissage ou contrat de professionnalisation
Dès maintenant

Vous aurez pour mission de :

Analyser les besoins développés via scripts personnalisés et déployer des solutions d’industrialisation
Analyse les impacts des différents cas d’automatisation
Réaliser des audits techniques, étudier la faisabilité, calculer le retour sur investissement

Profil recherché :
Vous avez une ouverture d’esprit, une capacité d’analyse, et une aptitude à un bon relationnel. Vous êtes rigoureux, autonome, curieux, et ponctuel. Votre sens de la communication et votre esprit d’équipe seront des atouts essentiels pour tenir ce poste.
La maîtrise de l’anglais professionnel sera un plus.
Diplôme souhaité :
BAC+2 et plus en développement ou informatique, Ecole d’ingénieur Informatique, DUT, IUT
Vous souhaitez continuer vos études en alternance à la rentrée 2017/2018

Compétences techniques :
Bonne maîtrise du développement, la connaissance de Perl est un plus
Connaissance de l’ordonnancement
La connaissance d’Oracle est un plus

Poste sous conditions d’éligibilité à l’habilitation Confidentiel Défense

Rejoindre Capgemini c’est évoluer au sein d’équipes à taille humaine en bénéficiant de la force d’un Groupe international. Sept valeurs nous animent : honnêteté, audace, confiance, liberté, solidarité, simplicité, plaisir.
Vous partagez ces valeurs ? Vous trouverez votre place parmi nous.",,
RICM,"Stage Admin System, Ingenieur Systeme (H/F)
16839, Montpellier, France 
Atos SE (Société Européenne), est une entreprise leader de services numériques avec un chiffre d’affaires annuel pro forma de l’ordre de 12 milliards d’euros et environ 100 000 collaborateurs dans 72 pays. Atos fournit à ses clients du monde entier des services de conseil et d’intégration de systèmes, d’infogérance, de Big Data et de Sécurité, d’opérations Cloud et des services transactionnels par l’intermédiaire de Worldline, le leader européen et un acteur mondial dans les services de paiement. Grâce à son expertise technologique et sa connaissance sectorielle pointue, Atos sert des clients dans différents secteurs : Industrie, Distribution, Transports, secteur Public, Santé, Services financiers, Télécoms, Défense et Sécurité, Médias et Services.
Atos déploie les technologies qui accélèrent le développement de ses clients et les aident à réaliser leur vision de l’entreprise du futur. Atos est le partenaire informatique mondial des Jeux Olympiques et Paralympiques. Le Groupe est coté sur le marché Euronext Paris et exerce ses activités sous les marques Atos, Bull, Canopy, Worldline, Atos Consulting, Atos Worldgrid et Unify.
Pour plus d’information : fr.atos.net.
Dans le cadre d'un contrat de TME, nous recherchons un(e) stagiaire qui travaillera au sein d'une équipe de 12 personnes. L’objectif du stage est de participer au maintien en condition opérationnelle des systèmes d'information de clients sur les technologies suivantes :
· Linux (Centos/redhat/Suse).
· Windows 2012.
· VMware.
· PostgreSQL/Apache/PHP...
Missions :
· Installer et administrer des serveurs applicatifs.
· Participer à la mise en qualification et production des applications.
· Assurer la résolution d'incidents de niveau 1 et 2 sur les infrastructures systèmes.
· Participer à la garantie du bon fonctionnement et au maintien en conditions opérationnelles de l'ensemble du SI (infrastructures et systèmes).
· Rédiger des documentations d'exploitation et procédures.
Etudiant(e) en bac+4/5, vous faites preuve de proactivité, de capacité d’analyse, de rigueur et d’un bon rédactionnel.
Vous avez par ailleurs une capacité de formalisation (PowerPoint, Word), une forte sensibilité/curiosité sur les sujets techniques pour appréhender le contexte client.
Chez Atos la diversité est au cœur de notre politique RH. C'est pourquoi nos métiers sont tous accessibles aux personnes en situation de handicap, et ce quelle que soit la nature de leur handicap.
Avantages et compensation
Une incitation importante à rejoindre l'équipe d'Atos est la gamme d'avantages compétitifs du marché offerte par la Société. Il s'agit notamment d'un salaire concurrentiel, ainsi que d'un certain nombre d'avantages de base, tels que; 25 jours de congés annuels plus les jours fériés; L'assurance maladie, a laquelle tous les nouveaux embauchés seront automatiquement affiliés; Un régime de retraite attractif, avec des cotisations patronales allant jusqu'à 10% du salaire de base; Assurance vie; Protection du revenu; Assurance accidents personnels; Et le remboursement de frais de transports. En plus de cela, Atos exploite un système d'avantages flexibles qui vous permet d'acheter des produits et services à prix réduits. Enfin, une formation et un perfectionnement complets sont offerts de diverses façons, ce qui entraîne l'accréditation si nécessaire.
Votre candidature
Si vous souhaitez postuler pour ce poste, veuillez cliquer ci-dessous pour remplir notre formulaire de demande en ligne et joindre votre CV en format Word, rtf ou texte. Atos ne fait pas de discrimination fondée sur la race, la religion, la couleur, le sexe, l'âge, le handicap ou l'orientation sexuelle. Toutes les décisions de recrutement sont basées uniquement sur les qualifications, les compétences, les connaissances et l'expérience et les exigences commerciales pertinentes. Nous nous sommes engagés à apporter des ajustements raisonnables au processus de demande des personnes handicapées. ",,
RICM,"Stagiaire H/F : Développement outils de gestion de flux data pour véhicules connectés
61089, Bezons, France 
Véhicules Connectés - La transformation des données pour développer la créativité
Participez à l'aventure du véhicule connectée et du développement d'offre innovante.
Vos missions … si vous les acceptez
Contexte du stage :
Au sein d’un pôle en forte expansion dans le domaine des «Connected Object », vous intégrerez l’équipe en charge de la gestion des flottes de véhicules connectés. Les véh i cules remontent
un volume important de données, en temps réel, à analyser et à traiter afin de rendre les services métier au sein d’un portail accessible à nos clients. Les datas sont au cœur du dispositif , il convient de les monitorer et d’assurer leur qualité.

Le projet :
 Vous serez intégré(e) dans l'équipe-projet Connected Vehicles de la division Mobility and eTransactional Services.
 Après une familiarisation avec notre produit ""Connected Vehicles"" et une
étude du besoin auprès de l'équipe-projet, votre mission consistera à développer un outillage d’export de raw data et un simulateur de trajets basé sur le dictionnaire de données .
 Vous travaillerez principalement en Java/Perl, mySQL dans un environnement Linux.
 En autonomie ou petite équipe, vous seconderez le chef de projet et vous pourrez vous appuyer sur les experts et architectes du projet.
A la fin du stage, vous aurez appris à :
 Travailler en équipe au sein d'un projet à dimension européenne ;
 Adapter votre travail à une démarche projet ;
 Utiliser des méthodes et outils de développement ;
 Développer autour de la data, dans un environnement Linux.
Profil
Étudiant en 4ème ou 5ème année d'école d'ingénieurs ou similaire, vous êtes autonome, curieux, intéressé par l’analyse et le développement, et vous avez le goût du travail en équipe ?
Le Java et le Perl n'ont pas de secret pour vous.
Vous parlez français (maternel/bilingue) et anglais (technique).
Vous êtes attiré(e) par les NTIC,
l'innovation et les data et l’automobile.
Ingénieux et proactif, vous aimez proposer vos idées.
Si le domaine des objets connectés vous intéresse, ce stage est fait pour vous.
Si vous êtes intéressé(e), envoyez votre candidature sur jobworldline@worldline.com",,
